Date,Age,Social media,Time spent,Exposed to inappropriate content on these platforms (out of 10)?,Have you ever been a victim of any of these cyber crimes?,Which type of communication do you generally prefer?,Gender,Year
02-03-2022 19:42,18,Hike,1,2,None of the above,face to face,Female,2022
02-03-2022 19:43,18,Facebook,1,3,None of the above,"face to face, Text message",Male,2022
02-03-2018 19:44,18,Youtube,1,2,None of the above,"face to face, through phone, through social media",Female,2022
02-03-2022 19:45,18,Whatsapp,3,4,None of the above,"face to face, through phone",Male,2022
02-03-2022 19:49,20,Snapchat,2,4,None of the above,face to face,Female,2022
02-03-2022 19:49,22,Youtube,4,4,None of the above,Text message,Male,2022
02-03-2022 19:51,21,Snapchat,2,9,None of the above,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:52,19,Snapchat,1,2,None of the above,face to face,Female,2022
02-03-2022 19:53,17,Youtube,3,0,None of the above,"face to face, Text message",Male,2022
02-03-2022 19:56,21,Snapchat,1,6,Hacking,Text message,Male,2022
02-03-2022 19:57,20,Whatsapp,2,7,Photos being misused,Text message,Female,2022
02-03-2022 19:59,21,Snapchat,1,9,Fake profiles,face to face,Male,2022
02-03-2022 20:01,18,Youtube,3,7,Fake profiles,Text message,Female,2022
02-03-2022 20:01,19,Whatsapp,2,3,None of the above,face to face,Male,2022
02-01-2023 20:01,19,Instagram,5,3,None of the above,face to face,Male,2023
02-03-2023 20:02,18,Youtube,6,10,Hacking,Text message,Female,2023
02-03-2023 20:03,19,Youtube,5,3,None of the above,face to face,Male,2023
02-03-2023 20:03,19,Whatsapp,6,7,"Fake profiles, None of the above",face to face,Female,2023
02-03-2023 20:05,22,Facebook,5,7,"Photos being misused, Fake profiles",through social media,Male,2023
02-03-2023 20:08,20,Youtube,6,3,None of the above,face to face,Male,2023
02-03-2023 20:19,14,Snapchat,4,0,None of the above,through social media,Female,2023
02-03-2023 20:23,23,Snapchat,6,8,Fake profiles,"face to face, through phone",Female,2023
02-03-2023 20:25,19,Whatsapp,5,1,None of the above,face to face,Male,2023
02-03-2023 20:25,16,Youtube,6,9,None of the above,"Text message, through social media",Male,2023
02-03-2023 20:25,18,Facebook,4,2,"Hacking, Photos being misused, Fake profiles",face to face,Female,2023
02-03-2023 20:35,19,Whatsapp,5,4,None of the above,Text message,Male,2023
02-03-2023 20:36,18,Twitter,5,0,None of the above,Text message,Female,2023
02-03-2023 20:37,23,Snapchat,6,0,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-03-2023 20:44,17,Facebook,5,4,None of the above,through social media,Male,2023
02-03-2023 20:48,23,Youtube,5,5,None of the above,"face to face, through phone",Male,2023
02-03-2023 20:55,20,Snapchat,6,1,Hacking,Text message,Female,2023
02-03-2023 21:00,18,Youtube,4,6,None of the above,through social media,Male,2023
02-03-2023 21:09,14,Whatsapp,5,6,None of the above,Text message,Male,2023
02-03-2023 21:11,19,Snapchat,6,1,Fake profiles,"face to face, through phone",Female,2023
02-03-2023 21:13,23,Whatsapp,5,0,None of the above,through social media,Male,2023
02-03-2023 21:27,21,Whatsapp,6,1,None of the above,"face to face, through phone",Female,2023
02-03-2023 21:28,19,Youtube,5,0,None of the above,Text message,Female,2023
02-03-2023 21:31,20,Facebook,6,5,None of the above,"face to face, through phone",Male,2023
02-03-2023 21:36,23,Twitter,6,8,"Hacking, Photos being misused, Fake profiles","face to face, through phone",Female,2023
02-03-2023 21:48,18,Whatsapp,5,0,None of the above,"face to face, through phone",Male,2023
02-03-2023 21:54,19,Hike,6,9,None of the above,"face to face, through phone",Male,2023
02-03-2023 22:01,18,Youtube,6,1,None of the above,through social media,Female,2023
02-03-2023 22:03,18,Hike,5,7,None of the above,face to face,Female,2023
02-03-2023 22:04,19,Facebook,7,4,None of the above,face to face,Male,2023
02-03-2023 22:04,19,Snapchat,5,6,None of the above,face to face,Male,2023
02-03-2023 22:04,19,Snapchat,6,8,"Hacking, Fake profiles","face to face, through phone",Female,2023
02-03-2023 22:10,19,Instagram,6,1,None of the above,"face to face, through phone",Male,2023
02-03-2023 22:14,18,Youtube,5,5,None of the above,face to face,Female,2023
02-03-2023 22:18,19,Snapchat,2,6,None of the above,through phone,Male,2023
02-03-2023 22:18,18,Youtube,5,3,Hacking,"face to face, through phone, through social media",Female,2023
02-03-2023 22:26,16,Snapchat,3,3,None of the above,face to face,Male,2023
02-03-2023 22:29,18,Facebook,5,5,Fake profiles,through social media,Male,2023
02-03-2023 22:49,18,Whatsapp,6,0,None of the above,"face to face, through phone",Female,2023
02-03-2023 23:22,23,Youtube,5,5,None of the above,Text message,Male,2023
02-03-2023 23:24,22,Twitter,4,1,None of the above,face to face,Male,2023
02-03-2023 23:26,19,Instagram,7,2,Fake profiles,face to face,Female,2023
02-03-2023 23:29,21,Youtube,5,5,Fake profiles,face to face,Female,2023
02-04-2023 00:40,19,Snapchat,2,5,Hacking,face to face,Male,2023
02-04-2023 00:56,19,Facebook,5,2,None of the above,face to face,Male,2023
02-04-2023 01:55,18,Snapchat,2,1,None of the above,Text message,Male,2023
02-04-2023 03:17,19,Whatsapp,6,5,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 07:52,19,Whatsapp,6,3,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 07:53,19,Youtube,4,0,None of the above,face to face,Male,2023
02-04-2023 07:58,17,Snapchat,1,0,Fake profiles,"face to face, through phone, Text message",Female,2023
02-04-2023 08:15,20,Facebook,5,0,None of the above,face to face,Male,2023
02-04-2023 08:16,20,Youtube,5,5,None of the above,face to face,,2023
02-04-2023 08:27,20,Snapchat,2,9,None of the above,face to face,Male,2023
02-04-2023 08:57,31,Instagram,5,6,None of the above,Text message,Female,2023
02-04-2023 08:57,19,Youtube,4,4,None of the above,face to face,Male,2023
02-04-2023 09:05,18,Whatsapp,6,8,None of the above,face to face,Male,2023
02-04-2023 09:09,20,Youtube,4,4,None of the above,through phone,Female,2023
02-04-2023 09:40,30,Facebook,5,1,None of the above,Text message,Male,2023
02-04-2023 10:14,19,Youtube,4,8,None of the above,face to face,Female,2023
02-04-2023 10:48,18,Whatsapp,5,3,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 11:15,18,Whatsapp,4,2,Fake profiles,face to face,Male,2023
02-04-2023 11:41,20,Snapchat,2,6,Hacking,face to face,Female,2023
02-04-2023 11:47,18,Whatsapp,5,4,None of the above,face to face,Female,2023
02-04-2023 11:57,19,Instagram,6,6,None of the above,face to face,Male,2023
02-04-2023 12:10,19,Whatsapp,5,5,None of the above,face to face,Female,2023
02-04-2023 12:11,19,Youtube,5,4,Fake profiles,face to face,Female,2023
02-04-2023 12:13,19,Whatsapp,6,10,"Hacking, Fake profiles",Text message,Male,2023
02-04-2023 12:15,19,Whatsapp,5,3,None of the above,"face to face, Text message",Female,2023
02-04-2023 12:15,19,Whatsapp,6,4,Fake profiles,"face to face, through phone, Text message",Female,2023
02-04-2023 12:15,20,Whatsapp,5,7,None of the above,"face to face, through phone",Male,2023
02-04-2023 12:17,19,Youtube,4,6,None of the above,through social media,Female,2023
02-04-2023 12:28,20,Snapchat,2,5,None of the above,"face to face, through phone",Male,2023
02-04-2023 12:32,19,Whatsapp,5,4,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 12:38,20,Youtube,4,4,Fake profiles,Text message,Male,2023
02-04-2023 12:41,19,Instagram,4,8,None of the above,face to face,Female,2023
02-04-2023 12:42,19,Whatsapp,6,3,Fake profiles,face to face,Female,2023
02-04-2023 12:55,20,Snapchat,3,0,None of the above,through social media,Male,2023
02-04-2023 13:19,19,Whatsapp,5,1,None of the above,through phone,Male,2023
02-04-2023 13:28,19,Whatsapp,6,3,Fake profiles,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 13:30,19,Youtube,3,6,Photos being misused,face to face,Male,2023
02-04-2023 13:44,19,Whatsapp,5,6,None of the above,face to face,Female,2023
02-04-2023 14:08,15,Facebook,6,0,None of the above,"face to face, through phone",Male,2023
02-04-2023 15:14,20,Youtube,5,0,Fake profiles,Text message,Female,2023
02-04-2023 15:15,18,Whatsapp,4,2,None of the above,face to face,Male,2023
02-04-2023 15:17,18,Twitter,3,2,None of the above,Text message,Female,2023
02-04-2023 16:45,19,Whatsapp,4,4,Fake profiles,"face to face, through phone",Male,2023
02-04-2023 17:08,20,Snapchat,3,0,None of the above,face to face,Male,2023
02-04-2023 17:48,19,Whatsapp,5,3,Fake profiles,face to face,Female,2023
02-04-2023 17:54,19,Youtube,6,6,None of the above,Text message,Male,2023
02-04-2023 18:23,19,Twitter,3,4,None of the above,face to face,Male,2023
02-04-2023 06:26,20,Whatsapp,5,0,None of the above,face to face,Female,2023
02-04-2023 09:01,18,Youtube,4,6,None of the above,Text message,Male,2023
02-04-2023 10:19,23,Youtube,5,3,None of the above,face to face,Female,2023
02-04-2023 22:27,19,Whatsapp,6,2,Fake profiles,Text message,Female,2023
02-04-2023 10:32,18,Snapchat,3,3,"Hacking, Photos being misused, Fake profiles",face to face,Male,2023
02-04-2023 11:33,20,Whatsapp,5,5,Fake profiles,face to face,Female,2023
02-05-2023 07:21,19,Youtube,6,5,None of the above,"face to face, through social media",Male,2023
02-05-2023 07:25,18,Whatsapp,6,10,None of the above,"through phone, through social media",Male,2023
02-05-2023 11:15,18,Whatsapp,5,4,Hacking,through social media,Female,2023
02-07-2023 17:14,19,Snapchat,3,3,None of the above,through social media,Male,2023
02-10-2023 00:13,18,Whatsapp,5,5,None of the above,"face to face, through phone, Text message",Female,2023
03-11-2023 00:23,16,Snapchat,2,5,None of the above,through social media,Female,2023
21-06-2023 13:56,18,Whatsapp,5,4,None of the above,Text message,Male,2023
01-01-2023 14:12,17,Snapchat,3,5,Fake profiles,"through phone, through social media",Female,2023
02-02-2023 16:04,19,Twitter,2,7,Fake profiles,"through phone, through social media",Female,2023
03-01-2023 15:06,20,Whatsapp,4,6,Fake profiles,Text message,Male,2023
04-08-2023 16:08,21,Facebook,5,8,None of the above,face to face,Male,2023
05-06-2023 13:09,23,Snapchat,2,5,Fake profiles,"through phone, through social media",Female,2023
06-08-2023 12:08,18,Hike,1,6,Fake profiles,face to face,Male,2023
07-03-2023 14:05,24,Whatsapp,6,3,None of the above,Text message,Male,2023
08-03-2023 17:09,27,Snapchat,3,7,Fake profiles,"through phone, through social media",Female,2023
09-06-2023 16:40,24,Twitter,2,9,Fake profiles,face to face,Male,2023
10-07-2023 17:15,22,Snapchat,3,3,"Hacking, Photos being misused, Fake profiles",,,2023
11-08-2023 18:05,21,Youtube,4,6,Fake profiles,Text message,Female,2023
12-09-2023 19:34,25,Snapchat,3,3,"Hacking, Photos being misused, Fake profiles",,Male,2023
13-08-2023 20:56,27,Whatsapp,3,5,None of the above,"through phone, through social media",Female,2023
14-07-2013 21:34,21,Twitter,1,4,Fake profiles,Text message,Male,2023
15-08-2023 22:08,22,Instagram,6,7,"Hacking, Photos being misused, Fake profiles",,Female,2023
16-07-2013 23:55,24,Whatsapp,6,3,None of the above,Text message,Female,2023
17-05-2023 21:56,26,Youtube,4,9,"Hacking, Photos being misused, Fake profiles",,Male,2023
18-07-2023 23:57,25,Twitter,1,2,None of the above,Text message,Female,2023
19-08-2023 21:56,20,Whatsapp,6,9,Fake profiles,"through phone, through social media",Male,2023
20-09-2023 22:22,23,Youtube,4,5,"Hacking, Photos being misused, Fake profiles",,Female,2023
21-04-2023 21:21,24,Whatsapp,3,4,"Hacking, Photos being misused, Fake profiles",,Female,2023
22-06-2023 22:23,21,Instagram,6,7,Fake profiles,Text message,Male,2023
23-10-2023 23:23,25,Whatsapp,2,5,None of the above,"through phone, through social media",Female,2023
24-11-2023 14:56,26,Instagram,6,7,Fake profiles,Text message,Female,2023
25-10-2023 17:56,21,Twitter,1,5,"Hacking, Photos being misused, Fake profiles",,Female,2023
26-11-2023 15:36,25,Instagram,5,3,Fake profiles,"through phone, through social media",Male,2023
27-12-2023 16:36,23,Whatsapp,4,6,None of the above,Text message,Female,2023
28-01-2023 15:35,26,Whatsapp,5,4,"Hacking, Photos being misused, Fake profiles",,Female,2023
29-02-2023 7:43,21,Whatsapp,6,8,Fake profiles,"through phone, through social media",Male,2023
30-03-2023 16:57,26,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Female,2023
31-01-2023 14:35,27,Whatsapp,5,8,None of the above,Text message,Male,2023
26-07-2023 15:36,21,Instagram,5,3,Fake profiles,"through phone, through social media",Male,2023
29-02-2023 7:43,21,Whatsapp,6,8,Fake profiles,"through phone, through social media",Male,2023
01-01-2018 21:56,24,Youtube,1,3,"Hacking, Photos being misused, Fake profiles",,Female,2018
29-01-2023 15:36,19,Instagram,4,3,No issues,"through phone, through social media",Male,2023
29-02-2023 7:43,21,Whatsapp,2,8,Fake profiles,"through phone, through social media",Male,2023
01-08-2023 22:08,23,Snapchat,3,1,"Hacking, Photos being misused, Fake profiles",,Female,2023
17-03-2018 21:56,22,Youtube,2,3,"Hacking, Photos being misused, Fake profiles",,Male,2018
09-07-2022 22:08,16,Snapchat,2,3,"Hacking, Photos being misused, Fake profiles",,Male,2022
26-10-2023 15:36,18,Instagram,6,2,Hacking,through social media,Male,2023
29-02-2023 7:43,21,Whatsapp,2,8,Fake profiles,"through phone, through social media",Male,2023
10-04-2021 22:08,22,Snapchat,2,2,"Hacking, Photos being misused, Fake profiles",,Female,2021
06-06-2023 15:36,20,Instagram,4,3,Photos being misused,"through phone, through social media",Female,2023
29-02-2023 7:43,21,Whatsapp,2,8,Fake profiles,"through phone, through social media",Male,2023
03-02-2023 16:57,23,Twitter,1,4,"Hacking, Photos being misused, Fake profiles",,Male,2023
02-11-2022 15:36,30,Instagram,5,4,Fake profiles,"through phone, through social media",Male,2022
02-02-2018 07:43,17,Whatsapp,1,2,None,through phone,Male,2018
17-04-2022 22:08,26,Instagram,1,2,"Hacking, Photos being misused, Fake profiles",,Male,2022
31-03-2019 21:56,16,Youtube,8,9,Hacking,through phone                                                                                                                      ,Female,2019
17-06-2023 15:36,21,Instagram,3,3,Fake profiles,"through phone, through social media",Male,2023
07-02-2018 07:43,21,Whatsapp,2,1,Fake profiles,"through phone, through social media",Female,2018
06-12-2019 12:08,20,Hike,2,4,Fake profiles,face to face,Female,2019
01-02-2019 22:08,21,Snapchat,1,1,"Hacking, Photos being misused, Fake profiles",,Male,2019
21-11-2021 15:36,32,Instagram,4,3,Fake profiles,"through phone, through social media",Male,2021
09-02-2018 07:43,37,Whatsapp,1,3,None,through phone,Female,2018
17-10-2023 15:36,25,Instagram,2,3,Fake profiles,"through phone, through social media",Male,2023
02-10-2022 16:57,20,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Male,2022
21-03-2021 21:56,24,Youtube,5,5,Hacking,through phone,Male,2021
176/6/2019 12:08:00,21,Hike,0,6,Fake profiles,face to face,Female,2019
08-02-2021 22:08,17,Snapchat,2,3,"Hacking, Photos being misused, Fake profiles",,Female,2021
09-06-2021 21:56,27,Youtube,4,5,None,None,Male,2021
06-12-2023 15:36,25,Instagram,7,3,None,"through phone, through social media",Male,2023
29-02-2019 7:43,19,Whatsapp,4,2,Fake profiles,through phone,Female,2019
06-08-2018 12:08,19,Hike,1,3,Fake profiles,face to face,Male,2018
14-05-2021 16:57,27,Twitter,1,2,"Hacking, Photos being misused, Fake profiles",,Female,2021
19-10-2023 15:36,20,Instagram,5,3,Fake profiles,"through phone, through social media",Female,2023
17-04-2022 21:56,25,Youtube,3,7,"Hacking, Photos being misused, Fake profiles",,Male,2022
25-11-2019 15:36,27,Instagram,6,3,Photos being misused,"through phone, through social media",Male,2019
29-02-2023 7:43,21,Whatsapp,3,4,Fake profiles,"through phone, through social media",Male,2023
07-09-2020 12:08,18,Hike,0,6,Fake profiles,face to face,Male,2020
04-04-2023 22:08,24,Snapchat,1,3,"Hacking, Photos being misused, Fake profiles",,Male,2023
16-02-2018 16:57,26,Twitter,1,2,"Hacking, Photos being misused, Fake profiles",,Male,2018
01-07-2023 22:08,23,Snapchat,2,2,"Hacking, Photos being misused, Fake profiles",,Female,2023
26-11-2018 15:36,25,Instagram,2,3,Fake profiles,"through phone, through social media",Male,2018
29-02-2022 7:43,24,Whatsapp,4,4,Photos being misused,through phone,Female,2022
18-07-2023 16:57,24,Twitter,2,4,"Hacking, Photos being misused, Fake profiles",,Female,2023
08-08-2023 15:36,18,Instagram,5,4,Fake profiles,"through phone, through social media",Male,2023
08-03-2022 21:56,30,Youtube,5,9,Hacking,None,Female,2022
06-08-2019 12:08,18,Hike,1,2,Fake profiles,face to face,Male,2019
05-02-2023 22:08,21,Instagram,6,7,Fake profiles,None,Female,2023
02-11-2020 15:36,25,Instagram,4,3,Fake profiles,"through phone, through social media",Male,2020
21-06-2021 16:57,26,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Female,2021
11-08-2023 22:08,21,Snapchat,2,6,"Hacking, Photos being misused, Fake profiles",,Female,2023
17-05-2018 21:56,23,Youtube,2,3,"Hacking, Photos being misused, Fake profiles",,Male,2018
06-12-2018 12:08,19,Hike,1,3,Fake profiles,face to face,Female,2018
01-09-2022 22:08,19,Snapchat,3,5,"Hacking, Photos being misused, Fake profiles",,Female,2022
26-01-2019 12:08,21,Hike,1,6,Fake profiles,face to face,Female,2019
26-01-2023 15:36,30,Instagram,5,3,None ,"through phone, through social media",Male,2022
03-04-2022 16:57,28,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Male,2022
07-03-2021 21:56,24,Youtube,4,3,Hacking Fake profiles,None,Female,2021
08-10-2019 12:08,20,Hike,2,3,Fake profiles,face to face,Female,2019
26-02-2022 15:36,23,Instagram,2,3,Fake profiles,"through phone, through social media",Male,2022
21-06-2023 16:57,25,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Female,2023
15-08-2021 22:08,21,Snapchat,2,3,Fake profiles,through phone,Male,2021
06-01-2018 12:08,22,Hike,2,3,Fake profiles,face to face,Male,2018
20-06-2023 15:36,24,Instagram,6,3,Fake profiles,"through phone, through social media",Female,2023
30-04-2022 16:57,21,Twitter,3,4,"Hacking, Photos being misused, Fake profiles",,Female,2022
03-04-2020 21:56,26,Youtube,5,9,Hacking,through phone,Female,2020
12-04-2021 16:57,25,Twitter,2,4,"Hacking, Photos being misused, Fake profiles",,Male,2021
16-12-2019 12:08,23,Hike,1,2,Fake profiles,face to face,Female,2019
02-05-2023 15:36,25,Instagram,3,3,Hacking,"through phone, through social media",Male,2023
18-04-2022 16:57,25,Twitter,4,4,"Hacking, Photos being misused, Fake profiles",,Female,2022
01-05-2018 21:56,19,Youtube,2,2,Hacking,None,Male,2018
15-08-2020 22:08,22,Instagram,1,7,"Hacking, Photos being misused, Fake profiles",,Female,2020
02-02-2018 07:43,21,Whatsapp,2,8,Fake profiles,"through phone, through social media",Male,2023
16-05-2020 15:36,17,Instagram,3,3,Photos being misused, through social media,Male,2020
24-06-2018 13:03,18,Whatsapp,1,2,None of the above,through social media,Male,2018
23-03-2023 12:12,19,Instagram,5,4,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
23-05-2018 15:45,18,Whatsapp,5,6,None of the above,through social media,Male,2023
24-01-2023 13:24,21,Instagram,6,4,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
22-06-2018 14:12,20,Whatsapp,6,3,None of the above,through social media,Male,2018
25-01-2023 15:43,19,Instagram,5,5,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
24-09-2018 15:45,21,Whatsapp,2,2,None of the above,through social media,Male,2018
21-10-2018 17:43,24,Whatsapp,1,2,None of the above,through social media,Male,2018
24-07-2018 16:45,26,Whatsapp,4,2,None of the above,through social media,Female,2018
18-01-2023 19:03,16,Instagram,6,6,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
25-05-2018 14:32,27,Whatsapp,2,1,None of the above,through social media,Female,2018
13-12-2020 17:45,23,Youtube,3,3,Fake profiles,face to face,Male,2020
12-04-2023 14:09,18,Instagram,4,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
26-09-2018 18:56,28,Whatsapp,2,3,None of the above,through social media,Female,2018
27-01-2018 11:11,21,Whatsapp,2,2,None of the above,through social media,Female,2018
17-03-2023 13:05,19,Instagram,6,4,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
23-10-2018 15:34,22,Whatsapp,2,3,None of the above,through social media,Female,2018
14-01-2023 23:14,20,Instagram,5,6,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
23-09-2019 12:12,24,Instagram,5,3,Hacking,face to face,Female,2019
11-02-2023 11:24,21,Instagram,4,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
21-10-2019 23:23,25,Youtube,3,3,Fake profiles,face to face,Female,2019
44433.06667,18,Youtube,5,2,Hacking,None,Male,2021
15-05-2023 12:24,22,Instagram,4,4,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
26-10-2019 16:57,24,Facebook,1,4,Hacking,face to face,Male,2019
27-08-2021 23:12,21,Youtube,5,1,Fake profiles,None,Female,2021
16-03-2023 14:25,24,Instagram,5,3,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
13-03-2019 22:22,25,Youtube,2,3,Fake profiles,None,Female,2019
15-06-2021 21:10,20,Snapchat,1,7,Hacking,face to face,Male,2021
16-05-2023 23:23,24,Instagram,3,3,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
24-09-2019 19:57,25,Youtube,2,3,None of the above,None,Male,2019
19-6-2023 00.04,21,Instagram,6,6,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
15-06-2021 21:10,24,Youtube,4,1,Fake profiles,None,Male,2021
24-09-2019 19:57,21,Facebook,3,3,Hacking,face to face,Female,2019
22-03-2023 14:56,22,Instagram,6,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
21-01-2023 17:58,19,Instagram,4,7,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
15-06-2021 21:10,20,Hike,1,2,Hacking,None,Male,2021
21-04-2020 20:20,21,Facebook,3,4,Fake profiles,face to face,Female,2020
24-09-2019 19:57,26,Youtube,2,2,None of the above,None,Male,2019
21-04-2020 20:20,23,Youtube,4,1,Fake profiles,face to face,Female,2020
02-02-2022 19:02,20,Facebook,3,3,Hacking,None,Male,2022
25-05-2023 16:46,21,Instagram,6,5,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
21-04-2020 20:20,19,Youtube,2,4,None of the above,None,Male,2020
24-09-2019 19:57,18,Snapchat,1,2,Fake profiles,face to face,Female,2019
03-04-2023 15:43,20,Instagram,5,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
21-04-2020 20:20,21,Snapchat,1,6,None of the above,Text message,Female,2022
21-04-2020 20:20,25,Youtube,4,1,Fake profiles,face to face,Male,2020
24-09-2019 19:57,27,Facebook,3,3,Hacking,Text message,Female,2019
21-04-2020 20:20,23,Youtube,4,5,Fake profiles,face to face,Male,2020
02-02-2022 19:02,20,Instagram,6,7,Hacking,face to face,Female,2022
21-04-2020 20:20,21,Youtube,3,2,Fake profiles,Text message,Male,2020
19-6-2023 00.04,21,Instagram,6,6,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
21-04-2020 20:20,19,Youtube,5,7,"Hacking, Photos being misused, Fake profiles",Text message,Male,2020
10-6-2023 00.04,18,Instagram,6,4,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
15-06-2021 21:10,20,Instagram,7,5,Fake profiles,Text message,Female,2021
9-6-2023 00.04,21,Youtube,6,6,Fake profiles,Text message,Male,2023
21-04-2020 20:20,22,Youtube,4,1,"Hacking, Photos being misused, Fake profiles",Text message,Female,2020
19-7-2023 00.04,21,Instagram,6,2,Fake profiles,face to face,Male,2023
2-6-2023 00.04,19,Instagram,2,3,"Hacking, Photos being misused, Fake profiles",Text message,Female,2019
15-06-2021 21:10,18,Whatsapp,4,4,Fake profiles,face to face,Female,2021
9-6-2023 00.04,19,Whatsapp,6,5,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
21-04-2020 20:20,18,Instagram,4,6,Fake profiles,face to face,Male,2020
19-11-2023 00.04,19,Whatsapp,1,3,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
14-6-2022 00.04,20,Instagram,6,2,Fake profiles,face to face,Male,2019
15-06-2021 21:10,18,Youtube,4,1,Fake profiles,None,Female,2021
19-10-2023 00.04,22,Whatsapp,4,6,Fake profiles,face to face,Male,2023
21-04-2020 20:20,23,Instagram,6,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2020
19-11-2023 00.04,21,Instagram,3,4,"Hacking, Photos being misused, Fake profiles",face to face,Female,2023
15-06-2021 21:10,20,Instagram,5,3,Fake profiles,face to face,Female,2021
21-10-2019 23:23,19,Youtube,4,2,Fake profiles,None,Male,2019
19-4-2023 00.04,18,Instagram,3,1,Fake profiles,face to face,Female,2023
23-10-2022 23:10,20,Whatsapp,4,6,"Hacking, Photos being misused, Fake profiles",Text message,Male,2020
5-6-2023 00.04,19,Instagram,4,5,Fake profiles,face to face,Male,2023
19-6-2023 00.04,18,Instagram,5,4,"Hacking, Photos being misused, Fake profiles",face to face,Female,2023
21-10-2019 23:23,19,Instagram,6,3,Hacking,face to face,Male,2019
4-6-2023 00.04,20,Whatsapp,1,2,Hacking,None,Male,2023
01-07-2020 20:20,21,Whatsapp,4,1,"Hacking, Photos being misused, Fake profiles",Text message,Female,2020
1-6-2023 00.04,22,Instagram,3,2,Fake profiles,None,Female,2023
19-6-2023 00.04,23,Youtube,5,2,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
21-10-2019 23:23,21,Whatsapp,6,6,Hacking,Text message,Female,2019
21-08-2020 20:20,22,Instagram,5,5,Hacking,Text message,Male,2020
19-6-2023 00.04,19,Whatsapp,2,4,"Hacking, Photos being misused, Fake profiles",Text message,Female,2023
1-2-2023 00.04,18,Instagram,3,7,Hacking,face to face,Male,2023
19-11-2023 00.04,17,Instagram,5,5,Fake profiles,None,Female,2023
1-3-2023 00.04,20,Youtube,3,2,Hacking,Text message,Female,2023
21-10-2019 23:23,21,Whatsapp,6,2,Fake profiles,Text message,Male,2019
21-10-2019 23:23,22,Youtube,1,3,Hacking,face to face,Male,2019
21-10-2019 23:23,23,Whatsapp,4,6,Hacking,Text message,Male,2019
19-1-2023 00.04,19,Instagram,5,5,"Hacking, Photos being misused, Fake profiles",Text message,Male,2023
15-06-2021 21:10,18,Instagram,6,5,Hacking,None,Female,2021
02-01-2019 23:23,19,Whatsapp,1,5,Fake profiles,face to face,Female,2019
21-01-2020 20:20,20,Instagram,8,5,Fake profiles,Text message,Female,2020
15-06-2021 21:10,19,Youtube,2,6,"Hacking, Photos being misused, Fake profiles",Text message,Male,2021
5-6-2023 00.04,18,Whatsapp,4,3,Fake profiles,face to face,Female,2023
15-06-2021 21:10,20,Youtube,2,5,Hacking,Text message,Male,2021
21-10-2019 23:23,21,Youtube,6,7,"Hacking, Photos being misused, Fake profiles",face to face,Female,2019
15-06-2021 21:10,22,Youtube,3,4,Fake profiles,Text message,Female,2021
02-04-2020 20:20,20,Instagram,6,5,"Hacking, Photos being misused, Fake profiles",face to face,Male,2020
19-9-2023 00.04,21,Youtube,4,6,Hacking,Text message,Female,2023
15-06-2021 21:10,18,Youtube,7,3,"Hacking, Photos being misused, Fake profiles",face to face,Female,2021
21-04-2020 20:20,19,Instagram,3,2,"Hacking, Photos being misused, Fake profiles",Text message,Male,2020
10-07-2018 00:00,19,Whatsapp,2,3,Fake profiles,through phone,Male,2018
12-09-2018 00:00,19,Youtube,2,5,Photos being misused,Text message,Male,2018
24-09-2018 17:35,19,Instagram,2,5,Hacking,through phone,Female,2018
07-10-2018 17:44,19,Twitter,2,2,None of the above,face to face,Male,2018
